Id_220,Id_107,Name_220,Name_107,conflict_type
28,53,IMR,IMR,BUSINESS_DUPLICATE_DIFFERENT_ID
53,28,IMR,IMR,BUSINESS_DUPLICATE_DIFFERENT_ID
