Id_220,Id_107,ChildCatalogItemId_220,ParentCatalogItemId_220,ChildCatalogItemId_107,ParentCatalogItemId_107,conflict_type
104,108,1095.0,2177,1095.0,2177,BUSINESS_DUPLICATE_DIFFERENT_ID
108,104,1095.0,2177,1095.0,2177,BUSINESS_DUPLICATE_DIFFERENT_ID
